src,dst,type
11860,7320,REL
11861,3909,REL
11862,8267,REL
11863,5383,REL
11864,7606,REL
11865,309,REL
11866,3255,REL
11867,6528,REL
11868,7185,REL
11869,1563,REL
11870,7718,REL
11871,9448,REL
11872,2431,REL
11873,1851,REL
11874,5910,REL
11875,1772,REL
11876,3787,REL
11877,9439,REL
11878,8443,REL
11879,6179,REL
11880,3461,REL
11881,243,REL
11882,3327,REL
11883,1193,REL
11884,9803,REL
11885,1288,REL
11886,6679,REL
11887,3433,REL
11888,3417,REL
11889,2105,REL
11890,9338,REL
11891,1250,REL
11892,633,REL
11893,7753,REL
11894,9225,REL
11895,4672,REL
11896,6817,REL
11897,716,REL
11898,2687,REL
11899,6218,REL
11900,4267,REL
11901,4259,REL
11902,900,REL
11903,4654,REL
11904,3609,REL
11905,2856,REL
11906,5977,REL
11907,5430,REL
11908,8133,REL
11909,9504,REL
11910,4733,REL
11911,2239,REL
11912,791,REL
11913,1665,REL
11914,5993,REL
11915,4990,REL
11916,3992,REL
11917,340,REL
11918,412,REL
11919,3715,REL
11920,5447,REL
11921,5923,REL
11922,4604,REL
11923,7444,REL
11924,3367,REL
11925,918,REL
11926,6701,REL
11927,5711,REL
11928,560,REL
11929,1036,REL
11930,6930,REL
11931,539,REL
11932,3108,REL
11933,7659,REL
11934,7589,REL
11935,595,REL
11936,5066,REL
11937,5570,REL
11938,6007,REL
11939,6587,REL
11940,1209,REL
11941,2655,REL
11942,4255,REL
11943,9540,REL
11944,8642,REL
11945,4021,REL
11946,9877,REL
11947,5796,REL
11948,4010,REL
11949,8465,REL
11950,2940,REL
11951,6763,REL
11952,1249,REL
11953,5067,REL
11954,5831,REL
11955,556,REL
11956,7117,REL
11957,5615,REL
11958,4119,REL
11959,4980,REL
11960,6893,REL
11961,2795,REL
11962,4316,REL
11963,4565,REL
11964,2191,REL
11965,7852,REL
11966,6063,REL
11967,3630,REL
11968,7771,REL
11969,8467,REL
11970,6499,REL
11971,3686,REL
11972,9116,REL
11973,3941,REL
11974,8729,REL
11975,8076,REL
11976,2598,REL
11977,7873,REL
11978,9716,REL
11979,3919,REL
11980,1414,REL
11981,2145,REL
11982,3618,REL
11983,786,REL
11984,6581,REL
11985,8930,REL
11986,2531,REL
11987,7472,REL
11988,2356,REL
11989,5848,REL
11990,4882,REL
11991,9640,REL
11992,1597,REL
11993,672,REL
11994,7219,REL
11995,8462,REL
11996,2618,REL
11997,1750,REL
11998,9089,REL
11999,1256,REL
12000,9706,REL
12001,5384,REL
12002,44,REL
12003,7027,REL
12004,4561,REL
12005,5003,REL
12006,3127,REL
12007,842,REL
12008,7388,REL
12009,1056,REL
12010,2393,REL
12011,1733,REL
12012,2135,REL
12013,2795,REL
12014,4261,REL
12015,8497,REL
12016,8117,REL
12017,9497,REL
12018,9481,REL
12019,993,REL
12020,2266,REL
12021,3644,REL
12022,8560,REL
12023,1573,REL
12024,6947,REL
12025,4725,REL
12026,5748,REL
12027,4145,REL
12028,5532,REL
12029,6873,REL
12030,3260,REL
12031,8976,REL
12032,1782,REL
12033,7231,REL
12034,4679,REL
12035,1815,REL
12036,3237,REL
12037,2573,REL
12038,3930,REL
12039,3912,REL
12040,1528,REL
12041,7030,REL
12042,7522,REL
12043,6256,REL
12044,2004,REL
12045,733,REL
12046,9512,REL
12047,1576,REL
12048,7377,REL
12049,6504,REL
12050,5910,REL
12051,947,REL
12052,2777,REL
12053,3425,REL
12054,9232,REL
12055,2490,REL
12056,9093,REL
12057,3802,REL
12058,2480,REL
12059,2531,REL
12060,1746,REL
12061,9892,REL
12062,7278,REL
12063,6979,REL
12064,5280,REL
12065,1714,REL
12066,5472,REL
12067,8819,REL
12068,4725,REL
12069,2648,REL
12070,8563,REL
12071,4911,REL
12072,4579,REL
12073,2314,REL
12074,3556,REL
12075,5211,REL
12076,3061,REL
12077,3968,REL
12078,6323,REL
12079,7420,REL
12080,506,REL
12081,8062,REL
12082,6357,REL
12083,3363,REL
12084,1280,REL
12085,8863,REL
12086,6258,REL
12087,6613,REL
12088,6651,REL
12089,1773,REL
12090,178,REL
12091,6015,REL
12092,8895,REL
12093,3171,REL
12094,8473,REL
12095,2266,REL
12096,9501,REL
12097,8230,REL
12098,718,REL
12099,9016,REL
12100,1096,REL
12101,9441,REL
12102,8908,REL
12103,4663,REL
12104,9615,REL
12105,6296,REL
12106,8688,REL
12107,6644,REL
12108,3552,REL
12109,4642,REL
12110,9736,REL
12111,3687,REL
12112,8398,REL
12113,5282,REL
12114,6278,REL
12115,5730,REL
12116,6667,REL
12117,8158,REL
12118,91,REL
12119,2036,REL
12120,8633,REL
12121,3235,REL
12122,7788,REL
12123,3435,REL
12124,9837,REL
12125,4135,REL
12126,3527,REL
12127,6198,REL
12128,7788,REL
12129,1657,REL
12130,9664,REL
12131,3278,REL
12132,2226,REL
12133,980,REL
12134,1917,REL
12135,6220,REL
12136,8804,REL
12137,2642,REL
12138,4086,REL
12139,7219,REL
12140,8882,REL
12141,1719,REL
12142,9152,REL
12143,4768,REL
12144,3983,REL
12145,6597,REL
12146,4931,REL
12147,5794,REL
12148,7013,REL
12149,2205,REL
12150,1006,REL
12151,6079,REL
12152,6635,REL
12153,7356,REL
12154,302,REL
12155,2888,REL
12156,7814,REL
12157,5383,REL
12158,4193,REL
12159,9360,REL
12160,2393,REL
12161,930,REL
12162,7003,REL
12163,1493,REL
12164,6845,REL
12165,1605,REL
12166,7530,REL
12167,7074,REL
12168,7309,REL
12169,3942,REL
12170,1490,REL
12171,5000,REL
12172,9158,REL
12173,7827,REL
12174,2690,REL
12175,9224,REL
12176,5428,REL
12177,4963,REL
12178,5173,REL
12179,4478,REL
12180,2508,REL
12181,5147,REL
12182,4281,REL
12183,4642,REL
12184,449,REL
12185,3314,REL
12186,5248,REL
12187,3955,REL
12188,9912,REL
12189,3373,REL
12190,732,REL
12191,3812,REL
12192,727,REL
12193,6909,REL
12194,7871,REL
12195,3174,REL
12196,8482,REL
12197,754,REL
12198,937,REL
12199,3145,REL
12200,869,REL
12201,5835,REL
12202,6872,REL
12203,876,REL
12204,4574,REL
12205,1418,REL
12206,1235,REL
12207,8795,REL
12208,9395,REL
12209,6381,REL
12210,3101,REL
12211,8635,REL
12212,1992,REL
12213,7723,REL
12214,594,REL
12215,8956,REL
12216,116,REL
12217,3126,REL
12218,6058,REL
12219,2385,REL
12220,9223,REL
12221,7399,REL
12222,4541,REL
12223,5010,REL
12224,421,REL
12225,106,REL
12226,3330,REL
12227,3196,REL
12228,5386,REL
12229,7707,REL
12230,4748,REL
12231,5458,REL
12232,1336,REL
12233,9497,REL
12234,6533,REL
12235,6820,REL
12236,5163,REL
12237,8900,REL
12238,7448,REL
12239,3687,REL
12240,567,REL
12241,6813,REL
12242,4223,REL
12243,7297,REL
12244,4819,REL
12245,5241,REL
12246,769,REL
12247,649,REL
12248,5030,REL
12249,2223,REL
12250,7288,REL
12251,4319,REL
12252,5564,REL
12253,2436,REL
12254,7872,REL
12255,9226,REL
12256,7418,REL
12257,5390,REL
12258,3016,REL
12259,4882,REL
12260,8775,REL
12261,9630,REL
12262,7521,REL
12263,2713,REL
12264,3614,REL
12265,4135,REL
12266,277,REL
12267,5351,REL
12268,7434,REL
12269,951,REL
12270,1724,REL
12271,4074,REL
12272,5094,REL
12273,2061,REL
12274,4566,REL
12275,3147,REL
12276,7419,REL
12277,1396,REL
12278,9357,REL
12279,4837,REL
12280,3991,REL
12281,5477,REL
12282,1086,REL
12283,1955,REL
12284,1386,REL
12285,5168,REL
12286,293,REL
12287,3895,REL
12288,3086,REL
12289,2363,REL
12290,6002,REL
12291,160,REL
12292,6824,REL
12293,9944,REL
12294,6582,REL
12295,299,REL
12296,9746,REL
12297,4784,REL
12298,9169,REL
12299,9662,REL
12300,4957,REL
12301,5551,REL
12302,6991,REL
12303,4563,REL
12304,2270,REL
12305,846,REL
12306,7906,REL
12307,5205,REL
12308,1928,REL
12309,5943,REL
12310,2666,REL
12311,4007,REL
12312,2654,REL
12313,984,REL
12314,4133,REL
12315,2030,REL
12316,3943,REL
12317,9007,REL
12318,2715,REL
12319,4654,REL
12320,5677,REL
12321,7140,REL
12322,4571,REL
12323,9879,REL
12324,9603,REL
12325,1595,REL
12326,2656,REL
12327,6977,REL
12328,9129,REL
12329,5963,REL
12330,4654,REL
12331,4806,REL
12332,9435,REL
12333,7221,REL
12334,2620,REL
12335,9803,REL
12336,5855,REL
12337,5410,REL
12338,9987,REL
12339,9762,REL
12340,2121,REL
12341,15,REL
12342,7122,REL
12343,4333,REL
12344,8019,REL
12345,7394,REL
12346,8140,REL
12347,882,REL
12348,4761,REL
12349,5495,REL
12350,5389,REL
12351,9618,REL
12352,3484,REL
12353,7047,REL
12354,12,REL
12355,1465,REL
12356,6589,REL
12357,6842,REL
12358,880,REL
12359,653,REL
12360,8652,REL
12361,9808,REL
12362,9899,REL
12363,3990,REL
12364,3544,REL
12365,8228,REL
12366,3159,REL
12367,3267,REL
12368,190,REL
12369,9487,REL
12370,1179,REL
12371,843,REL
12372,428,REL
12373,1354,REL
12374,7626,REL
12375,4346,REL
12376,6221,REL
12377,4536,REL
12378,8663,REL
12379,8697,REL
12380,8421,REL
12381,6339,REL
12382,9061,REL
12383,6261,REL
12384,5404,REL
12385,2738,REL
12386,8308,REL
12387,1632,REL
12388,4430,REL
12389,8075,REL
12390,8286,REL
12391,7585,REL
12392,5535,REL
12393,3350,REL
12394,7321,REL
12395,4269,REL
12396,1551,REL
12397,8844,REL
12398,2289,REL
12399,771,REL
12400,5276,REL
12401,4498,REL
12402,864,REL
12403,3184,REL
12404,4936,REL
12405,2504,REL
12406,8262,REL
12407,8151,REL
12408,3701,REL
12409,8075,REL
12410,7609,REL
12411,6181,REL
12412,6232,REL
12413,7275,REL
12414,8023,REL
12415,109,REL
12416,4256,REL
12417,7899,REL
12418,9269,REL
12419,6882,REL
12420,1972,REL
12421,1511,REL
12422,5280,REL
12423,190,REL
12424,3643,REL
12425,2677,REL
12426,2114,REL
12427,6277,REL
12428,830,REL
12429,6316,REL
12430,2588,REL
12431,435,REL
12432,4314,REL
12433,340,REL
12434,6244,REL
12435,5554,REL
12436,1601,REL
12437,7149,REL
12438,8660,REL
12439,9107,REL
12440,9793,REL
12441,7620,REL
12442,44,REL
12443,5965,REL
12444,651,REL
12445,6344,REL
12446,2246,REL
12447,1996,REL
12448,7131,REL
12449,3909,REL
12450,8188,REL
12451,3307,REL
12452,2596,REL
12453,6677,REL
12454,1080,REL
12455,7627,REL
12456,4819,REL
12457,9234,REL
12458,5019,REL
12459,9642,REL
12460,1488,REL
12461,9167,REL
12462,2987,REL
12463,9350,REL
12464,1499,REL
12465,3839,REL
12466,7568,REL
12467,2895,REL
12468,4370,REL
12469,3742,REL
12470,7906,REL
12471,1754,REL
12472,8983,REL
12473,2427,REL
12474,2539,REL
12475,3328,REL
12476,7306,REL
12477,8894,REL
12478,8788,REL
12479,6156,REL
12480,7056,REL
12481,469,REL
12482,912,REL
12483,544,REL
12484,8920,REL
12485,1391,REL
12486,4036,REL
12487,1482,REL
12488,2761,REL
12489,7895,REL
12490,4751,REL
12491,4672,REL
12492,55,REL
12493,6673,REL
12494,969,REL
12495,428,REL
12496,900,REL
12497,4914,REL
12498,3331,REL
12499,18,REL
12500,3757,REL
12501,7020,REL
12502,4765,REL
12503,9921,REL
12504,5590,REL
12505,5935,REL
12506,6793,REL
12507,1487,REL
12508,9826,REL
12509,7259,REL
12510,2508,REL
12511,1058,REL
12512,8038,REL
12513,3099,REL
12514,8770,REL
12515,4625,REL
12516,1718,REL
12517,6881,REL
12518,7118,REL
12519,9232,REL
12520,1836,REL
12521,916,REL
12522,5740,REL
12523,3739,REL
12524,3738,REL
12525,2233,REL
12526,8594,REL
12527,4189,REL
12528,4176,REL
12529,34,REL
12530,3376,REL
12531,6491,REL
12532,9389,REL
12533,8851,REL
12534,7545,REL
12535,3581,REL
12536,7431,REL
12537,4481,REL
12538,2843,REL
12539,5024,REL
12540,4988,REL
12541,518,REL
12542,3344,REL
12543,676,REL
12544,7616,REL
12545,3303,REL
12546,233,REL
12547,9810,REL
12548,2843,REL
12549,4728,REL
12550,3372,REL
12551,7900,REL
12552,8976,REL
12553,5468,REL
12554,3814,REL
12555,518,REL
12556,8582,REL
12557,4544,REL
12558,1934,REL
12559,5144,REL
12560,8937,REL
12561,1992,REL
12562,1719,REL
12563,7763,REL
12564,3935,REL
12565,5788,REL
12566,202,REL
12567,7806,REL
12568,5907,REL
12569,6739,REL
12570,4921,REL
12571,1051,REL
12572,3553,REL
12573,3016,REL
12574,2777,REL
12575,912,REL
12576,5986,REL
12577,4474,REL
12578,3864,REL
12579,4154,REL
12580,7377,REL
12581,3225,REL
12582,2585,REL
12583,5032,REL
12584,9064,REL
12585,4954,REL
12586,7467,REL
12587,6400,REL
12588,7853,REL
12589,8022,REL
12590,6737,REL
12591,2693,REL
12592,3499,REL
12593,9735,REL
12594,9308,REL
12595,7782,REL
12596,4638,REL
12597,7625,REL
12598,4688,REL
12599,5897,REL
12600,5685,REL
12601,449,REL
12602,8757,REL
12603,5372,REL
12604,5291,REL
12605,3956,REL
12606,8965,REL
12607,3244,REL
12608,3710,REL
12609,6102,REL
12610,4378,REL
12611,9909,REL
12612,3415,REL
12613,3581,REL
12614,4117,REL
12615,7861,REL
12616,2884,REL
12617,9264,REL
12618,7193,REL
12619,7311,REL
12620,5834,REL
12621,3873,REL
12622,3885,REL
12623,2086,REL
12624,168,REL
12625,510,REL
12626,2818,REL
12627,6518,REL
12628,5872,REL
12629,3900,REL
12630,7262,REL
12631,6657,REL
12632,4915,REL
12633,5519,REL
12634,7209,REL
12635,3560,REL
12636,7078,REL
12637,4569,REL
12638,9772,REL
12639,4321,REL
12640,1091,REL
12641,6460,REL
12642,5643,REL
12643,9817,REL
12644,3830,REL
12645,4884,REL
12646,7003,REL
12647,6163,REL
12648,2926,REL
12649,8134,REL
12650,1617,REL
12651,8112,REL
12652,69,REL
12653,3771,REL
12654,238,REL
12655,1811,REL
12656,986,REL
12657,3073,REL
12658,5752,REL
12659,6812,REL
12660,963,REL
12661,2623,REL
12662,4432,REL
12663,3363,REL
12664,7711,REL
12665,8198,REL
12666,4441,REL
12667,7716,REL
12668,8969,REL
12669,5918,REL
12670,5301,REL
12671,6522,REL
12672,5700,REL
12673,4467,REL
12674,1308,REL
12675,352,REL
12676,7372,REL
12677,520,REL
12678,1783,REL
12679,2395,REL
12680,6835,REL
12681,7329,REL
12682,3479,REL
12683,5382,REL
12684,2199,REL
12685,6985,REL
12686,2043,REL
12687,2989,REL
12688,9996,REL
12689,8154,REL
12690,8372,REL
12691,1135,REL
12692,5894,REL
12693,2798,REL
12694,8072,REL
12695,705,REL
12696,3675,REL
12697,6759,REL
12698,19,REL
12699,4395,REL
12700,8564,REL
12701,8615,REL
12702,9105,REL
12703,5452,REL
12704,1289,REL
12705,1821,REL
12706,6424,REL
12707,6399,REL
12708,202,REL
12709,1190,REL
12710,7926,REL
12711,2179,REL
12712,5817,REL
12713,7344,REL
12714,1846,REL
12715,6962,REL
12716,2033,REL
12717,6443,REL
12718,6776,REL
12719,5549,REL
12720,1247,REL
12721,59,REL
12722,1879,REL
12723,1920,REL
12724,3978,REL
12725,1993,REL
12726,7382,REL
12727,8491,REL
12728,5691,REL
12729,7940,REL
12730,3702,REL
12731,2433,REL
12732,4478,REL
12733,9771,REL
12734,3530,REL
12735,6592,REL
12736,2959,REL
12737,4617,REL
12738,5873,REL
12739,9637,REL
12740,8147,REL
12741,7888,REL
12742,8064,REL
12743,3275,REL
12744,4608,REL
12745,4476,REL
12746,4535,REL
12747,4849,REL
12748,8118,REL
12749,1834,REL
12750,1918,REL
12751,3340,REL
12752,2449,REL
12753,6683,REL
12754,6590,REL
12755,8068,REL
12756,2509,REL
12757,1188,REL
12758,2932,REL
12759,9364,REL
12760,5252,REL
12761,5486,REL
12762,2543,REL
12763,956,REL
12764,787,REL
12765,2909,REL
12766,7182,REL
12767,6134,REL
12768,4080,REL
12769,8205,REL
12770,8206,REL
12771,1240,REL
12772,5098,REL
12773,6986,REL
12774,9075,REL
12775,7197,REL
12776,2718,REL
12777,1854,REL
12778,1240,REL
12779,7286,REL
12780,8808,REL
12781,8172,REL
12782,8933,REL
12783,5163,REL
12784,5200,REL
12785,9088,REL
12786,2614,REL
12787,6179,REL
12788,5717,REL
12789,2130,REL
12790,5712,REL
12791,1262,REL
12792,6323,REL
12793,1412,REL
12794,6890,REL
12795,3476,REL
12796,5483,REL
12797,3062,REL
12798,7213,REL
12799,1931,REL
12800,7202,REL
12801,2684,REL
12802,2291,REL
12803,3379,REL
12804,1919,REL
12805,3438,REL
12806,4201,REL
12807,9590,REL
12808,6255,REL
12809,5797,REL
12810,8082,REL
12811,7892,REL
12812,8470,REL
12813,5174,REL
12814,7002,REL
12815,5368,REL
12816,7076,REL
12817,4975,REL
12818,4224,REL
12819,1917,REL
12820,4687,REL
12821,7945,REL
12822,5764,REL
12823,147,REL
12824,1300,REL
12825,4745,REL
12826,3340,REL
12827,3323,REL
12828,9545,REL
12829,7103,REL
12830,1303,REL
12831,1924,REL
12832,9626,REL
12833,2245,REL
12834,5540,REL
12835,7304,REL
12836,7320,REL
12837,5700,REL
12838,7244,REL
12839,9429,REL
12840,6977,REL
12841,290,REL
12842,8436,REL
12843,7494,REL
12844,8243,REL
12845,8061,REL
12846,7336,REL
12847,9174,REL
12848,6189,REL
12849,4698,REL
12850,6953,REL
12851,154,REL
12852,1637,REL
12853,1235,REL
12854,8766,REL
12855,3516,REL
12856,667,REL
12857,6855,REL
12858,3396,REL
12859,5323,REL
12860,1916,REL
12861,1504,REL
12862,1226,REL
12863,2486,REL
12864,2572,REL
12865,7304,REL
12866,2212,REL
12867,8525,REL
12868,3747,REL
12869,2926,REL
12870,9658,REL
12871,3632,REL
12872,5234,REL
12873,1638,REL
12874,6640,REL
12875,5081,REL
12876,1217,REL
12877,1375,REL
12878,8382,REL
12879,2786,REL
12880,4463,REL
12881,5542,REL
12882,7763,REL
12883,6026,REL
12884,2830,REL
12885,5706,REL
12886,6450,REL
12887,1679,REL
12888,9281,REL
12889,2871,REL
12890,8895,REL
12891,7702,REL
12892,8876,REL
12893,7510,REL
12894,5660,REL
12895,8221,REL
12896,4398,REL
12897,7608,REL
12898,6085,REL
12899,611,REL
12900,2856,REL
12901,8393,REL
12902,644,REL
12903,1158,REL
12904,8423,REL
12905,2192,REL
12906,8845,REL
12907,3994,REL
12908,5032,REL
12909,5763,REL
12910,4492,REL
12911,1202,REL
12912,1595,REL
12913,1585,REL
12914,3996,REL
12915,49,REL
12916,1656,REL
12917,4074,REL
12918,6340,REL
12919,6286,REL
12920,9253,REL
12921,8987,REL
12922,298,REL
12923,2825,REL
12924,3059,REL
12925,4696,REL
12926,7385,REL
12927,9529,REL
12928,8123,REL
12929,178,REL
12930,8046,REL
12931,9054,REL
12932,867,REL
12933,4074,REL
12934,4007,REL
12935,6700,REL
12936,642,REL
12937,9593,REL
12938,5029,REL
12939,4404,REL
12940,847,REL
12941,6093,REL
12942,6644,REL
12943,1360,REL
12944,5165,REL
12945,2731,REL
12946,1762,REL
12947,1697,REL
12948,2720,REL
12949,8678,REL
12950,5091,REL
12951,7012,REL
12952,915,REL
12953,6508,REL
12954,1277,REL
12955,231,REL
12956,3864,REL
12957,2102,REL
12958,6752,REL
12959,5446,REL
12960,3390,REL
12961,2453,REL
12962,1229,REL
12963,4821,REL
12964,935,REL
12965,7343,REL
12966,7010,REL
12967,8571,REL
12968,3118,REL
12969,6377,REL
12970,9350,REL
12971,3964,REL
12972,5973,REL
12973,7868,REL
12974,54,REL
12975,1351,REL
12976,1558,REL
12977,3266,REL
12978,2882,REL
12979,5361,REL
12980,258,REL
12981,7147,REL
12982,912,REL
12983,964,REL
12984,301,REL
12985,1915,REL
12986,1643,REL
12987,2975,REL
12988,3278,REL
12989,5814,REL
12990,1376,REL
12991,8374,REL
12992,6124,REL
12993,2922,REL
12994,1494,REL
12995,2280,REL
12996,6807,REL
12997,5691,REL
12998,1728,REL
12999,258,REL
13000,8058,REL
13001,9368,REL
13002,7805,REL
13003,3266,REL
13004,9586,REL
13005,9113,REL
13006,439,REL
13007,3734,REL
13008,9254,REL
13009,3924,REL
13010,4203,REL
13011,5784,REL
13012,8158,REL
13013,9482,REL
13014,8898,REL
13015,3103,REL
13016,928,REL
13017,7543,REL
13018,2726,REL
13019,2178,REL
13020,4939,REL
13021,732,REL
13022,9604,REL
13023,3385,REL
13024,9276,REL
13025,6436,REL
13026,7073,REL
13027,8208,REL
13028,7095,REL
13029,6969,REL
13030,3050,REL
13031,144,REL
13032,1350,REL
13033,3594,REL
13034,9823,REL
13035,8332,REL
13036,5821,REL
13037,9179,REL
13038,3112,REL
13039,5779,REL
13040,1818,REL
13041,9718,REL
13042,4204,REL
13043,3308,REL
13044,3400,REL
13045,4286,REL
13046,1306,REL
13047,2572,REL
13048,8458,REL
13049,1430,REL
13050,8838,REL
13051,686,REL
13052,1965,REL
13053,8381,REL
13054,648,REL
13055,1086,REL
13056,7438,REL
13057,3256,REL
13058,3337,REL
13059,6437,REL
13060,9738,REL
13061,61,REL
13062,75,REL
13063,8963,REL
13064,6966,REL
13065,9006,REL
13066,555,REL
13067,2900,REL
13068,9741,REL
13069,6346,REL
13070,7140,REL
13071,9135,REL
13072,6538,REL
13073,793,REL
13074,9243,REL
13075,206,REL
13076,9854,REL
13077,402,REL
13078,9146,REL
13079,9644,REL
13080,8639,REL
13081,7813,REL
13082,7402,REL
13083,5824,REL
13084,8695,REL
13085,4058,REL
13086,2203,REL
13087,6447,REL
13088,9812,REL
13089,7300,REL
13090,9316,REL
13091,3700,REL
13092,4406,REL
13093,3156,REL
13094,7575,REL
13095,3780,REL
13096,4118,REL
13097,4151,REL
13098,8513,REL
13099,7550,REL
13100,9076,REL
13101,5352,REL
13102,855,REL
13103,6735,REL
13104,4173,REL
13105,3968,REL
13106,3835,REL
13107,760,REL
13108,7629,REL
13109,1261,REL
13110,8287,REL
13111,1657,REL
13112,8239,REL
13113,28,REL
13114,8231,REL
13115,7594,REL
13116,4994,REL
13117,7154,REL
13118,8384,REL
13119,2533,REL
13120,6741,REL
13121,386,REL
13122,7402,REL
13123,6427,REL
13124,8730,REL
13125,8758,REL
13126,3931,REL
13127,1178,REL
13128,3517,REL
13129,888,REL
13130,3584,REL
13131,1293,REL
13132,6232,REL
13133,5687,REL
13134,6093,REL
13135,3684,REL
13136,1850,REL
13137,6784,REL
13138,4240,REL
13139,5909,REL
13140,8878,REL
13141,9602,REL
13142,633,REL
13143,3077,REL
13144,3817,REL
13145,902,REL
13146,6246,REL
13147,2568,REL
13148,8486,REL
13149,5425,REL
13150,7015,REL
13151,787,REL
13152,6578,REL
13153,6963,REL
13154,1131,REL
13155,365,REL
13156,109,REL
13157,155,REL
13158,2462,REL
13159,751,REL
13160,8822,REL
13161,4300,REL
13162,2621,REL
13163,1718,REL
13164,9812,REL
13165,2698,REL
13166,7398,REL
13167,6717,REL
13168,4059,REL
13169,2845,REL
13170,6730,REL
13171,8843,REL
13172,4918,REL
13173,2691,REL
13174,3218,REL
13175,1289,REL
13176,9989,REL
13177,1990,REL
13178,8193,REL
13179,6612,REL
13180,6193,REL
13181,8192,REL
13182,6504,REL
13183,436,REL
13184,192,REL
13185,6673,REL
13186,2681,REL
13187,880,REL
13188,5924,REL
13189,1839,REL
13190,1044,REL
13191,5665,REL
13192,6594,REL
13193,2140,REL
13194,7007,REL
13195,9309,REL
13196,1000,REL
13197,7965,REL
13198,9443,REL
13199,2118,REL
13200,8922,REL
13201,5627,REL
13202,1368,REL
13203,6356,REL
13204,4298,REL
13205,9850,REL
13206,7072,REL
13207,4840,REL
13208,4977,REL
13209,8274,REL
13210,5250,REL
13211,7095,REL
13212,683,REL
13213,8136,REL
13214,8582,REL
13215,7505,REL
13216,6888,REL
13217,5644,REL
13218,9611,REL
13219,8779,REL
13220,1436,REL
13221,5672,REL
13222,8556,REL
13223,8075,REL
13224,9509,REL
13225,7203,REL
13226,8079,REL
13227,5558,REL
13228,2642,REL
13229,6944,REL
13230,690,REL
13231,4514,REL
13232,193,REL
13233,2866,REL
13234,5228,REL
13235,7163,REL
13236,6465,REL
13237,5537,REL
13238,4274,REL
13239,8432,REL
13240,2010,REL
13241,8434,REL
13242,8335,REL
13243,4295,REL
13244,7566,REL
13245,6072,REL
13246,5168,REL
13247,8976,REL
13248,1455,REL
13249,8743,REL
13250,5709,REL
13251,2884,REL
13252,8437,REL
13253,4441,REL
13254,6907,REL
13255,5552,REL
13256,2949,REL
13257,7518,REL
13258,9479,REL
13259,1076,REL
13260,7284,REL
13261,415,REL
13262,3805,REL
13263,9047,REL
13264,2319,REL
13265,2027,REL
13266,5227,REL
13267,9007,REL
13268,2089,REL
13269,8520,REL
13270,8966,REL
13271,4707,REL
13272,4505,REL
13273,2517,REL
13274,2596,REL
13275,1479,REL
13276,4315,REL
13277,4645,REL
13278,2815,REL
13279,1258,REL
13280,996,REL
13281,4591,REL
13282,4990,REL
13283,6139,REL
13284,1285,REL
13285,8015,REL
13286,916,REL
13287,9803,REL
13288,6761,REL
13289,4847,REL
13290,8571,REL
13291,3636,REL
13292,4040,REL
13293,8577,REL
13294,5681,REL
13295,6832,REL
13296,9767,REL
13297,8634,REL
13298,3373,REL
13299,3806,REL
13300,6510,REL
13301,1529,REL
13302,8199,REL
13303,3646,REL
13304,1989,REL
13305,6711,REL
13306,1000,REL
13307,2338,REL
13308,62,REL
13309,2877,REL
13310,7012,REL
13311,1450,REL
13312,3320,REL
13313,221,REL
13314,6229,REL
13315,358,REL
13316,1169,REL
13317,8688,REL
13318,4148,REL
13319,1489,REL
13320,4713,REL
13321,308,REL
13322,5466,REL
13323,270,REL
13324,3796,REL
13325,5586,REL
13326,2248,REL
13327,7972,REL
13328,8427,REL
13329,3867,REL
13330,7837,REL
13331,4371,REL
13332,4859,REL
13333,6694,REL
13334,7651,REL
13335,7769,REL
13336,513,REL
13337,6492,REL
13338,1114,REL
13339,304,REL
13340,8607,REL
13341,9877,REL
13342,5566,REL
13343,427,REL
13344,2128,REL
13345,1498,REL
13346,132,REL
13347,1492,REL
13348,250,REL
13349,6790,REL
13350,9553,REL
13351,4430,REL
13352,193,REL
13353,1793,REL
13354,7917,REL
13355,9329,REL
13356,2052,REL
13357,5596,REL
13358,5911,REL
13359,1122,REL
13360,9156,REL
13361,6572,REL
13362,7254,REL
13363,1974,REL
13364,9024,REL
13365,7277,REL
13366,2827,REL
13367,8937,REL
13368,7174,REL
13369,7138,REL
13370,9361,REL
13371,9191,REL
13372,7562,REL
13373,3529,REL
13374,6712,REL
13375,1499,REL
13376,4436,REL
13377,9266,REL
13378,6199,REL
13379,185,REL
13380,9170,REL
13381,4996,REL
13382,4799,REL
13383,6260,REL
13384,3455,REL
13385,7953,REL
13386,9189,REL
13387,8326,REL
13388,7544,REL
13389,480,REL
13390,6009,REL
13391,7593,REL
13392,9327,REL
13393,5764,REL
13394,3180,REL
13395,8012,REL
13396,5495,REL
13397,8495,REL
13398,9326,REL
13399,8190,REL
13400,3817,REL
13401,6203,REL
13402,2699,REL
13403,1653,REL
13404,1679,REL
13405,9007,REL
13406,2462,REL
13407,9422,REL
13408,6322,REL
13409,4365,REL
13410,5669,REL
13411,9587,REL
13412,1325,REL
13413,930,REL
13414,1565,REL
13415,2798,REL
13416,9175,REL
13417,7845,REL
13418,3282,REL
13419,2177,REL
13420,3549,REL
13421,952,REL
13422,113,REL
13423,8677,REL
13424,6485,REL
13425,2241,REL
13426,6466,REL
13427,2719,REL
13428,8968,REL
13429,85,REL
13430,2467,REL
13431,9095,REL
13432,3321,REL
