:START_ID,:END_ID,type
29907,7477,REL
29915,7940,REL
29923,6257,REL
29931,9375,REL
29939,4871,REL
29947,5141,REL
29955,3835,REL
29963,7558,REL
29971,5775,REL
29979,4426,REL
29987,3229,REL
29995,6843,REL
30003,3605,REL
30011,829,REL
30019,2832,REL
30027,9899,REL
30035,3842,REL
30043,3794,REL
30051,1923,REL
30059,7226,REL
30067,745,REL
30075,2117,REL
30083,992,REL
30091,1134,REL
30099,5702,REL
30107,9466,REL
30115,9666,REL
30123,3460,REL
30131,6812,REL
30139,6822,REL
30147,7657,REL
30155,8334,REL
30163,5176,REL
30171,4708,REL
30179,3997,REL
30187,8055,REL
30195,2965,REL
30203,5257,REL
30211,2773,REL
30219,1405,REL
30227,8899,REL
30235,121,REL
30243,5548,REL
30251,9122,REL
30259,8471,REL
30267,9300,REL
30275,4429,REL
30283,6556,REL
30291,2540,REL
30299,9337,REL
30307,2038,REL
30315,9324,REL
30323,1843,REL
30331,533,REL
30339,9295,REL
30347,7780,REL
30355,1560,REL
30363,1877,REL
30371,539,REL
30379,2538,REL
30387,46,REL
30395,889,REL
30403,5955,REL
30411,2306,REL
30419,7484,REL
30427,1749,REL
30435,8682,REL
30443,5316,REL
30451,9674,REL
30459,7535,REL
30467,7467,REL
30475,5592,REL
30483,5620,REL
30491,3971,REL
30499,9391,REL
30507,5034,REL
30515,5778,REL
30523,5546,REL
30531,5704,REL
30539,6003,REL
30547,9101,REL
30555,8903,REL
30563,5173,REL
30571,4826,REL
30579,7172,REL
30587,760,REL
30595,1615,REL
30603,6728,REL
30611,27,REL
30619,1435,REL
30627,4512,REL
30635,9648,REL
30643,9186,REL
30651,8825,REL
30659,6954,REL
30667,6618,REL
30675,4431,REL
30683,1198,REL
30691,9119,REL
30699,2413,REL
30707,1538,REL
30715,9857,REL
30723,3961,REL
30731,879,REL
30739,2051,REL
30747,3848,REL
30755,4756,REL
30763,8061,REL
30771,1846,REL
30779,8117,REL
30787,2061,REL
30795,4621,REL
30803,5666,REL
30811,7208,REL
30819,8805,REL
30827,3768,REL
30835,8338,REL
30843,8257,REL
30851,6404,REL
30859,8467,REL
30867,1786,REL
30875,5303,REL
30883,2550,REL
30891,3446,REL
30899,5944,REL
30907,217,REL
30915,6648,REL
30923,9049,REL
30931,908,REL
30939,6065,REL
30947,9911,REL
30955,3884,REL
30963,2775,REL
30971,3411,REL
30979,7195,REL
30987,9682,REL
30995,7851,REL
31003,2893,REL
31011,6680,REL
31019,3034,REL
31027,5693,REL
31035,6466,REL
31043,4318,REL
31051,1589,REL
31059,5277,REL
31067,4251,REL
31075,9472,REL
31083,8097,REL
31091,9108,REL
31099,5845,REL
31107,5719,REL
31115,8854,REL
31123,5296,REL
31131,6744,REL
31139,8388,REL
31147,5829,REL
31155,3274,REL
31163,8306,REL
31171,4093,REL
31179,191,REL
31187,7458,REL
31195,8556,REL
31203,7549,REL
31211,7735,REL
31219,3511,REL
31227,3688,REL
31235,4764,REL
31243,9973,REL
31251,4873,REL
31259,986,REL
31267,8307,REL
31275,9012,REL
31283,9267,REL
31291,6311,REL
31299,7822,REL
31307,9350,REL
31315,3241,REL
31323,1716,REL
31331,4401,REL
31339,4090,REL
31347,6414,REL
31355,6485,REL
31363,8880,REL
31371,9265,REL
31379,6290,REL
31387,646,REL
31395,6632,REL
31403,5515,REL
31411,2305,REL
31419,8633,REL
31427,4341,REL
31435,5587,REL
31443,8552,REL
31451,6964,REL
31459,8311,REL
31467,7418,REL
31475,7598,REL
31483,3517,REL
31491,8197,REL
31499,4426,REL
31507,9031,REL
31515,3046,REL
31523,6659,REL
31531,7556,REL
31539,1935,REL
31547,9290,REL
31555,991,REL
31563,77,REL
31571,3727,REL
31579,7619,REL
31587,7198,REL
31595,4299,REL
31603,4995,REL
31611,5938,REL
31619,7347,REL
31627,5515,REL
31635,9387,REL
31643,5993,REL
31651,4888,REL
31659,7947,REL
31667,4377,REL
31675,6917,REL
31683,1167,REL
31691,1344,REL
31699,2887,REL
31707,5048,REL
31715,7651,REL
31723,5510,REL
31731,3244,REL
31739,3924,REL
31747,8905,REL
31755,103,REL
31763,2346,REL
31771,6686,REL
31779,9043,REL
31787,6159,REL
31795,2049,REL
31803,5842,REL
31811,1380,REL
31819,7775,REL
31827,223,REL
31835,2375,REL
31843,8348,REL
31851,390,REL
31859,2966,REL
31867,4818,REL
31875,705,REL
31883,2335,REL
31891,2346,REL
31899,6399,REL
31907,964,REL
31915,7949,REL
31923,4248,REL
31931,3513,REL
31939,6230,REL
31947,2730,REL
31955,8300,REL
31963,6995,REL
31971,2989,REL
31979,8379,REL
31987,7147,REL
31995,8406,REL
32003,3526,REL
32011,1940,REL
32019,6601,REL
32027,6583,REL
32035,3052,REL
32043,8622,REL
32051,6138,REL
32059,4891,REL
32067,8300,REL
32075,4844,REL
32083,1573,REL
32091,6146,REL
32099,5523,REL
32107,6588,REL
32115,2487,REL
32123,9112,REL
32131,239,REL
32139,3781,REL
32147,3487,REL
32155,4888,REL
32163,2539,REL
32171,3735,REL
32179,6251,REL
32187,5501,REL
32195,8691,REL
32203,9325,REL
32211,4394,REL
32219,5083,REL
32227,4671,REL
32235,5165,REL
32243,2103,REL
32251,4909,REL
32259,2358,REL
32267,6440,REL
32275,9250,REL
32283,5092,REL
32291,2969,REL
32299,186,REL
32307,9708,REL
32315,7711,REL
32323,1576,REL
32331,2092,REL
32339,1775,REL
32347,3194,REL
32355,4617,REL
32363,7208,REL
32371,9507,REL
32379,3201,REL
32387,9941,REL
32395,6581,REL
32403,6521,REL
32411,5969,REL
32419,7318,REL
32427,8359,REL
32435,7545,REL
32443,6872,REL
32451,9421,REL
32459,6288,REL
32467,5410,REL
32475,8357,REL
32483,3317,REL
32491,815,REL
32499,7156,REL
32507,2155,REL
32515,6715,REL
32523,473,REL
32531,1862,REL
32539,8889,REL
32547,1973,REL
32555,7448,REL
32563,1588,REL
32571,2548,REL
32579,4758,REL
32587,9263,REL
32595,740,REL
32603,8775,REL
32611,7014,REL
32619,6613,REL
32627,1993,REL
32635,9955,REL
32643,9526,REL
32651,3548,REL
32659,4177,REL
32667,9908,REL
32675,1831,REL
32683,3026,REL
32691,7922,REL
32699,908,REL
32707,9101,REL
32715,2451,REL
32723,4625,REL
32731,5739,REL
32739,5976,REL
32747,3427,REL
32755,7851,REL
32763,6842,REL
32771,2196,REL
32779,4213,REL
32787,8621,REL
32795,2872,REL
32803,5658,REL
32811,3359,REL
32819,2399,REL
32827,8085,REL
32835,6568,REL
32843,2560,REL
32851,2688,REL
32859,9452,REL
32867,7395,REL
32875,5616,REL
32883,2516,REL
32891,6432,REL
32899,1210,REL
32907,5051,REL
32915,582,REL
32923,2072,REL
32931,1421,REL
32939,8646,REL
32947,6732,REL
32955,2805,REL
32963,7510,REL
32971,1552,REL
32979,1812,REL
32987,7135,REL
32995,7631,REL
33003,2469,REL
33011,3203,REL
33019,8718,REL
33027,6539,REL
33035,9075,REL
33043,8376,REL
33051,5392,REL
33059,8226,REL
33067,4954,REL
33075,589,REL
33083,423,REL
33091,2482,REL
33099,5409,REL
33107,5493,REL
33115,7976,REL
33123,1664,REL
33131,417,REL
33139,843,REL
33147,7263,REL
33155,506,REL
33163,6329,REL
33171,9405,REL
33179,4222,REL
33187,1793,REL
33195,2053,REL
33203,8104,REL
33211,5767,REL
33219,2700,REL
33227,7801,REL
33235,9221,REL
33243,1283,REL
33251,4113,REL
33259,2221,REL
33267,3497,REL
33275,416,REL
33283,7302,REL
33291,385,REL
33299,3081,REL
33307,6326,REL
33315,1865,REL
33323,749,REL
33331,8787,REL
33339,9097,REL
33347,4624,REL
33355,9398,REL
33363,7747,REL
33371,3452,REL
33379,904,REL
33387,8374,REL
33395,9157,REL
33403,614,REL
33411,5365,REL
33419,6475,REL
33427,4091,REL
33435,5681,REL
33443,9710,REL
33451,4162,REL
33459,8626,REL
33467,6712,REL
33475,9548,REL
33483,86,REL
33491,306,REL
33499,4483,REL
33507,8732,REL
33515,9168,REL
33523,1355,REL
33531,145,REL
33539,7534,REL
33547,1971,REL
33555,6229,REL
33563,7965,REL
33571,9842,REL
33579,631,REL
33587,3124,REL
33595,2241,REL
33603,3221,REL
33611,2004,REL
33619,8936,REL
33627,9725,REL
33635,9644,REL
33643,1618,REL
33651,4764,REL
33659,3798,REL
33667,7867,REL
33675,4146,REL
33683,8341,REL
33691,769,REL
33699,4855,REL
33707,9373,REL
33715,8416,REL
33723,6702,REL
33731,3157,REL
33739,1515,REL
33747,7745,REL
33755,5148,REL
33763,9614,REL
33771,9043,REL
33779,7314,REL
33787,4528,REL
33795,5651,REL
33803,5140,REL
33811,1923,REL
33819,4528,REL
33827,2447,REL
33835,8476,REL
33843,8014,REL
33851,5264,REL
33859,2865,REL
33867,249,REL
33875,3337,REL
33883,3222,REL
33891,7434,REL
33899,547,REL
33907,9539,REL
33915,267,REL
33923,4155,REL
33931,1778,REL
33939,6869,REL
33947,199,REL
33955,6852,REL
33963,4337,REL
33971,7911,REL
33979,6571,REL
33987,6840,REL
33995,7623,REL
34003,629,REL
34011,3608,REL
34019,1072,REL
34027,5523,REL
34035,3737,REL
34043,8795,REL
34051,7817,REL
34059,7324,REL
34067,2981,REL
34075,2948,REL
34083,5714,REL
34091,5103,REL
34099,3058,REL
34107,8371,REL
34115,4537,REL
34123,7196,REL
34131,6460,REL
34139,6211,REL
34147,5229,REL
34155,3534,REL
34163,7558,REL
34171,778,REL
34179,6665,REL
34187,2578,REL
34195,819,REL
34203,4465,REL
34211,8099,REL
34219,3462,REL
34227,7009,REL
34235,2426,REL
34243,7862,REL
34251,8586,REL
34259,6673,REL
34267,3292,REL
34275,7292,REL
34283,7094,REL
34291,8832,REL
34299,5063,REL
34307,3184,REL
34315,5400,REL
34323,7698,REL
34331,1285,REL
34339,9633,REL
34347,6321,REL
34355,876,REL
34363,9035,REL
34371,1184,REL
34379,9710,REL
34387,1619,REL
34395,6072,REL
34403,7648,REL
34411,4836,REL
34419,437,REL
34427,6195,REL
34435,9181,REL
34443,6758,REL
34451,7423,REL
34459,583,REL
34467,8686,REL
34475,2407,REL
34483,4542,REL
34491,5213,REL
34499,252,REL
34507,5841,REL
34515,5698,REL
34523,1388,REL
34531,6749,REL
34539,4476,REL
34547,1967,REL
34555,6382,REL
34563,2699,REL
34571,4973,REL
34579,9804,REL
34587,3504,REL
34595,3246,REL
34603,7969,REL
34611,939,REL
34619,9173,REL
34627,5069,REL
34635,6402,REL
34643,2375,REL
34651,5024,REL
34659,6661,REL
34667,5969,REL
34675,7230,REL
34683,19,REL
34691,2002,REL
34699,9808,REL
34707,7803,REL
34715,7342,REL
34723,1271,REL
34731,6659,REL
34739,614,REL
34747,6993,REL
34755,3119,REL
34763,4659,REL
34771,676,REL
34779,4238,REL
34787,987,REL
34795,6851,REL
34803,7120,REL
34811,9091,REL
34819,6128,REL
34827,6034,REL
34835,4142,REL
34843,8460,REL
34851,8626,REL
34859,3861,REL
34867,3926,REL
34875,8199,REL
34883,3220,REL
34891,5133,REL
34899,9108,REL
34907,4107,REL
34915,1153,REL
34923,6060,REL
34931,3280,REL
34939,4313,REL
34947,6697,REL
34955,3406,REL
34963,7607,REL
34971,8807,REL
34979,4218,REL
34987,5116,REL
34995,7127,REL
35003,592,REL
35011,1832,REL
35019,6554,REL
35027,4530,REL
35035,3024,REL
35043,3395,REL
35051,7690,REL
35059,2019,REL
35067,7739,REL
35075,5457,REL
35083,3804,REL
35091,1137,REL
35099,2307,REL
35107,7226,REL
35115,8560,REL
35123,4068,REL
35131,6552,REL
35139,5826,REL
35147,8851,REL
35155,1267,REL
35163,7311,REL
35171,5799,REL
35179,3124,REL
35187,1402,REL
35195,341,REL
35203,8246,REL
35211,2180,REL
35219,9573,REL
35227,2722,REL
35235,5589,REL
35243,8524,REL
35251,4203,REL
35259,3779,REL
35267,4624,REL
35275,1086,REL
35283,7722,REL
35291,3800,REL
35299,8954,REL
35307,8880,REL
35315,6757,REL
35323,5128,REL
35331,1078,REL
35339,3278,REL
35347,420,REL
35355,8426,REL
35363,2699,REL
35371,555,REL
35379,9972,REL
35387,6613,REL
35395,6320,REL
35403,6538,REL
35411,3553,REL
35419,9574,REL
35427,6267,REL
35435,8177,REL
35443,4474,REL
35451,535,REL
35459,7018,REL
35467,2641,REL
35475,2148,REL
35483,3264,REL
35491,5008,REL
35499,8319,REL
35507,2266,REL
35515,7384,REL
35523,8637,REL
35531,2423,REL
35539,8772,REL
35547,6589,REL
35555,7500,REL
35563,5959,REL
35571,1468,REL
35579,1046,REL
35587,7798,REL
35595,925,REL
35603,5738,REL
35611,5581,REL
35619,2022,REL
35627,1594,REL
35635,2064,REL
35643,3415,REL
35651,5656,REL
35659,3412,REL
35667,5090,REL
35675,5109,REL
35683,8668,REL
35691,6696,REL
35699,3247,REL
35707,8354,REL
35715,1334,REL
35723,2899,REL
35731,1424,REL
35739,2689,REL
35747,9635,REL
35755,6478,REL
35763,4920,REL
35771,2360,REL
35779,3317,REL
35787,9164,REL
35795,1509,REL
35803,1334,REL
35811,4565,REL
35819,67,REL
35827,6184,REL
35835,2403,REL
35843,8293,REL
35851,9322,REL
35859,284,REL
35867,8640,REL
35875,6319,REL
35883,4862,REL
35891,9122,REL
35899,8462,REL
35907,4077,REL
35915,997,REL
35923,6361,REL
35931,4554,REL
35939,8608,REL
35947,3969,REL
35955,2840,REL
35963,1466,REL
35971,5639,REL
35979,4556,REL
35987,7854,REL
35995,6078,REL
36003,7315,REL
36011,1469,REL
36019,4984,REL
36027,4961,REL
36035,7259,REL
36043,2730,REL
36051,4255,REL
36059,5495,REL
36067,8244,REL
36075,7036,REL
36083,5904,REL
36091,4494,REL
36099,6334,REL
36107,6317,REL
36115,2,REL
36123,6518,REL
36131,3025,REL
36139,2697,REL
36147,6300,REL
36155,8695,REL
36163,9537,REL
36171,3361,REL
36179,580,REL
36187,3139,REL
36195,2300,REL
36203,4102,REL
36211,9705,REL
36219,8858,REL
36227,2601,REL
36235,407,REL
36243,6609,REL
36251,6879,REL
36259,3576,REL
36267,5213,REL
36275,2153,REL
36283,2807,REL
36291,6814,REL
36299,2047,REL
36307,1830,REL
36315,1879,REL
36323,6730,REL
36331,4099,REL
36339,4548,REL
36347,8460,REL
36355,3066,REL
36363,1104,REL
36371,2591,REL
36379,7240,REL
36387,6748,REL
36395,7749,REL
36403,9740,REL
36411,2001,REL
36419,5357,REL
36427,9888,REL
36435,3037,REL
36443,4916,REL
36451,7071,REL
36459,8441,REL
36467,4362,REL
36475,329,REL
36483,96,REL
36491,6144,REL
36499,3317,REL
36507,475,REL
36515,7535,REL
36523,9924,REL
36531,5182,REL
36539,6147,REL
36547,2786,REL
36555,9248,REL
36563,5918,REL
36571,2085,REL
36579,9127,REL
36587,38,REL
36595,513,REL
36603,2740,REL
36611,2090,REL
36619,9319,REL
36627,9780,REL
36635,7504,REL
36643,4508,REL
36651,5718,REL
36659,4995,REL
36667,2157,REL
36675,2859,REL
36683,6895,REL
36691,191,REL
36699,5333,REL
36707,1003,REL
36715,4427,REL
36723,9423,REL
36731,4449,REL
36739,5447,REL
36747,4550,REL
36755,85,REL
36763,6404,REL
36771,6088,REL
36779,271,REL
36787,8133,REL
36795,6354,REL
36803,4748,REL
36811,8377,REL
36819,4475,REL
36827,2699,REL
36835,7192,REL
36843,76,REL
36851,1800,REL
36859,8296,REL
36867,5051,REL
36875,351,REL
36883,6064,REL
36891,9729,REL
36899,8820,REL
36907,8639,REL
36915,4708,REL
36923,8225,REL
36931,7081,REL
36939,5011,REL
36947,4073,REL
36955,4369,REL
36963,7641,REL
36971,2137,REL
36979,5325,REL
36987,695,REL
36995,9533,REL
37003,272,REL
37011,7415,REL
37019,3996,REL
37027,812,REL
37035,5715,REL
37043,7424,REL
37051,1688,REL
37059,8983,REL
37067,8379,REL
37075,5863,REL
37083,470,REL
37091,457,REL
37099,9156,REL
37107,7640,REL
37115,9850,REL
37123,8397,REL
37131,1720,REL
37139,2909,REL
37147,3752,REL
37155,4831,REL
37163,1943,REL
37171,1179,REL
37179,4942,REL
37187,8014,REL
37195,8648,REL
37203,7350,REL
37211,156,REL
37219,7324,REL
37227,5794,REL
37235,8372,REL
37243,7044,REL
37251,7091,REL
37259,4132,REL
37267,3555,REL
37275,4237,REL
37283,392,REL
37291,3653,REL
37299,9634,REL
37307,7979,REL
37315,7753,REL
37323,9981,REL
37331,7115,REL
37339,5969,REL
37347,1111,REL
37355,9449,REL
37363,4851,REL
37371,6760,REL
37379,6179,REL
37387,9540,REL
37395,2402,REL
37403,2086,REL
37411,8374,REL
37419,6202,REL
37427,2373,REL
37435,4653,REL
37443,8353,REL
37451,6071,REL
37459,2062,REL
37467,3957,REL
37475,6107,REL
37483,1411,REL
37491,2282,REL
37499,3630,REL
37507,6548,REL
37515,8158,REL
37523,6630,REL
37531,9544,REL
37539,3921,REL
37547,6900,REL
37555,5037,REL
37563,4654,REL
37571,674,REL
37579,8449,REL
37587,2611,REL
37595,8837,REL
37603,3589,REL
37611,348,REL
37619,5128,REL
37627,739,REL
37635,7536,REL
37643,7471,REL
37651,6920,REL
37659,3262,REL
37667,1675,REL
37675,5123,REL
37683,8821,REL
37691,2344,REL
37699,2211,REL
37707,648,REL
37715,359,REL
37723,9387,REL
37731,2832,REL
37739,7739,REL
37747,3833,REL
37755,2799,REL
37763,942,REL
37771,3426,REL
37779,1383,REL
37787,8305,REL
37795,3744,REL
37803,4213,REL
37811,8798,REL
37819,9619,REL
37827,9498,REL
37835,4676,REL
37843,4975,REL
37851,9297,REL
37859,9224,REL
37867,7899,REL
37875,7842,REL
37883,3400,REL
37891,169,REL
37899,7660,REL
37907,5597,REL
37915,4442,REL
37923,4603,REL
37931,1091,REL
37939,6906,REL
37947,1941,REL
37955,7132,REL
37963,9641,REL
37971,5754,REL
37979,7987,REL
37987,2970,REL
37995,1554,REL
38003,5863,REL
38011,2470,REL
38019,4080,REL
38027,7458,REL
38035,976,REL
38043,1339,REL
38051,5323,REL
38059,2165,REL
38067,3883,REL
38075,3698,REL
38083,2507,REL
38091,4016,REL
38099,2207,REL
38107,5149,REL
38115,5771,REL
38123,4998,REL
38131,2121,REL
38139,1183,REL
38147,3306,REL
38155,1362,REL
38163,6860,REL
38171,3917,REL
38179,9540,REL
38187,7051,REL
38195,5454,REL
38203,1960,REL
38211,4726,REL
38219,190,REL
38227,9247,REL
38235,2489,REL
38243,6382,REL
38251,4527,REL
38259,4468,REL
38267,4591,REL
38275,2015,REL
38283,4791,REL
38291,4864,REL
38299,3850,REL
38307,2732,REL
38315,8944,REL
38323,95,REL
38331,4989,REL
38339,940,REL
38347,8304,REL
38355,7654,REL
38363,287,REL
38371,6740,REL
38379,6938,REL
38387,1864,REL
38395,7568,REL
38403,3384,REL
38411,2357,REL
38419,5355,REL
38427,3558,REL
38435,1106,REL
38443,7633,REL
38451,664,REL
38459,5739,REL
38467,3225,REL
38475,3935,REL
38483,5662,REL
38491,7272,REL
38499,3073,REL
38507,158,REL
38515,4920,REL
38523,5958,REL
38531,2353,REL
38539,3971,REL
38547,4980,REL
38555,8756,REL
38563,2562,REL
38571,4535,REL
38579,7424,REL
38587,4663,REL
38595,9384,REL
38603,3678,REL
38611,5544,REL
38619,7213,REL
38627,377,REL
38635,3508,REL
38643,1703,REL
38651,1082,REL
38659,6115,REL
38667,4808,REL
38675,9749,REL
38683,1168,REL
38691,2531,REL
38699,4357,REL
38707,3387,REL
38715,8463,REL
38723,9552,REL
38731,871,REL
38739,3492,REL
38747,9638,REL
38755,920,REL
38763,5875,REL
38771,3950,REL
38779,7292,REL
38787,5244,REL
38795,2563,REL
38803,8979,REL
38811,3169,REL
38819,1822,REL
38827,325,REL
38835,7492,REL
38843,7159,REL
38851,1125,REL
38859,6226,REL
38867,3907,REL
38875,3024,REL
38883,9575,REL
38891,9513,REL
38899,1843,REL
38907,3959,REL
38915,462,REL
38923,9992,REL
38931,2489,REL
38939,4244,REL
38947,319,REL
38955,1036,REL
38963,5050,REL
38971,3862,REL
38979,9539,REL
38987,7958,REL
38995,6579,REL
39003,1568,REL
39011,4616,REL
39019,2771,REL
39027,3861,REL
39035,1265,REL
39043,6882,REL
39051,1786,REL
39059,1061,REL
39067,7394,REL
39075,8601,REL
39083,2529,REL
39091,2840,REL
39099,9279,REL
39107,638,REL
39115,6848,REL
39123,7316,REL
39131,2096,REL
39139,1906,REL
39147,2422,REL
39155,2681,REL
39163,5492,REL
39171,6496,REL
39179,3395,REL
39187,8678,REL
39195,8022,REL
39203,7526,REL
39211,7366,REL
39219,6778,REL
39227,236,REL
39235,6332,REL
39243,3378,REL
39251,5706,REL
39259,7627,REL
39267,6375,REL
39275,8084,REL
39283,2650,REL
39291,6644,REL
39299,3322,REL
39307,3657,REL
39315,4502,REL
39323,12,REL
39331,9213,REL
39339,2247,REL
39347,1365,REL
39355,3432,REL
39363,7227,REL
39371,5539,REL
39379,2791,REL
39387,5688,REL
39395,3264,REL
39403,721,REL
39411,2113,REL
39419,1841,REL
39427,7795,REL
39435,1166,REL
39443,756,REL
39451,6967,REL
39459,2561,REL
39467,9834,REL
39475,7560,REL
39483,2076,REL
39491,6787,REL
39499,9861,REL
39507,3131,REL
39515,4342,REL
39523,6040,REL
39531,1177,REL
39539,579,REL
39547,4534,REL
39555,5564,REL
39563,8438,REL
39571,9486,REL
39579,8757,REL
39587,7026,REL
39595,416,REL
39603,6351,REL
39611,5501,REL
39619,6626,REL
39627,2962,REL
39635,845,REL
39643,9325,REL
39651,1279,REL
39659,7424,REL
39667,2011,REL
39675,7572,REL
39683,5875,REL
39691,3905,REL
39699,7428,REL
39707,8882,REL
39715,3619,REL
39723,5996,REL
39731,1720,REL
39739,2963,REL
39747,6205,REL
39755,2139,REL
39763,5663,REL
39771,9174,REL
39779,3030,REL
39787,2689,REL
39795,5659,REL
39803,9065,REL
39811,6045,REL
39819,8181,REL
39827,8285,REL
39835,2769,REL
39843,128,REL
39851,4187,REL
39859,1156,REL
39867,2360,REL
39875,1693,REL
39883,2959,REL
39891,4972,REL
39899,4141,REL
39907,975,REL
39915,3840,REL
39923,9172,REL
39931,1151,REL
39939,963,REL
39947,2109,REL
39955,307,REL
39963,2614,REL
39971,8590,REL
39979,9972,REL
39987,2086,REL
39995,3133,REL
40003,6069,REL
40011,2774,REL
40019,1261,REL
40027,4119,REL
40035,5113,REL
40043,8936,REL
40051,1575,REL
40059,4620,REL
40067,7355,REL
40075,4515,REL
40083,9541,REL
40091,6267,REL
40099,7173,REL
40107,226,REL
40115,7998,REL
40123,6374,REL
40131,1871,REL
40139,7369,REL
40147,3899,REL
40155,4513,REL
40163,9431,REL
40171,3456,REL
40179,380,REL
40187,8662,REL
40195,7192,REL
40203,5991,REL
40211,333,REL
40219,7680,REL
40227,2021,REL
40235,5999,REL
40243,2366,REL
40251,7443,REL
40259,6563,REL
40267,8570,REL
40275,4908,REL
40283,5024,REL
40291,3611,REL
40299,5817,REL
40307,7056,REL
40315,1037,REL
40323,5755,REL
40331,3420,REL
40339,6602,REL
40347,2217,REL
40355,6407,REL
40363,879,REL
40371,7092,REL
40379,4734,REL
40387,7905,REL
40395,9176,REL
40403,5628,REL
40411,1711,REL
40419,1840,REL
40427,4909,REL
40435,9374,REL
40443,1715,REL
40451,404,REL
40459,3578,REL
40467,3832,REL
40475,4078,REL
40483,6108,REL
40491,7604,REL
40499,6554,REL
40507,1973,REL
40515,2030,REL
40523,5684,REL
40531,3432,REL
40539,2885,REL
40547,4528,REL
40555,171,REL
40563,1695,REL
40571,6702,REL
40579,7431,REL
40587,6095,REL
40595,8426,REL
40603,9196,REL
40611,8816,REL
40619,2675,REL
40627,65,REL
40635,7146,REL
40643,8100,REL
40651,6724,REL
40659,8320,REL
40667,6434,REL
40675,2148,REL
40683,4363,REL
40691,291,REL
40699,6966,REL
40707,9875,REL
40715,3292,REL
40723,6925,REL
40731,7103,REL
40739,2756,REL
40747,7443,REL
40755,1702,REL
40763,220,REL
40771,3882,REL
40779,4408,REL
40787,615,REL
40795,909,REL
40803,1339,REL
40811,2145,REL
40819,5463,REL
40827,7005,REL
40835,7146,REL
40843,1917,REL
40851,7795,REL
40859,7733,REL
40867,305,REL
40875,6897,REL
40883,5564,REL
40891,5658,REL
40899,5316,REL
40907,9970,REL
40915,7911,REL
40923,2591,REL
40931,8877,REL
40939,3209,REL
40947,4158,REL
40955,5733,REL
40963,9714,REL
40971,8618,REL
40979,8513,REL
40987,8593,REL
40995,9862,REL
41003,876,REL
41011,5572,REL
41019,2449,REL
41027,5251,REL
41035,2863,REL
41043,6052,REL
41051,3297,REL
41059,4226,REL
41067,3527,REL
41075,6806,REL
41083,789,REL
41091,4241,REL
41099,713,REL
41107,155,REL
41115,2270,REL
41123,9051,REL
41131,8521,REL
41139,1391,REL
41147,2657,REL
41155,6549,REL
41163,8042,REL
41171,7410,REL
41179,527,REL
41187,4313,REL
41195,1152,REL
41203,5275,REL
41211,5624,REL
41219,4655,REL
41227,6414,REL
41235,9525,REL
41243,9014,REL
41251,1381,REL
41259,1189,REL
41267,7863,REL
41275,6035,REL
41283,8357,REL
41291,496,REL
41299,1907,REL
41307,900,REL
41315,8334,REL
41323,9465,REL
41331,7164,REL
41339,9479,REL
41347,4543,REL
41355,5620,REL
41363,1767,REL
41371,9727,REL
41379,1261,REL
41387,1599,REL
41395,7932,REL
41403,8282,REL
41411,5882,REL
41419,8281,REL
41427,6471,REL
41435,9430,REL
41443,3623,REL
41451,1640,REL
41459,2164,REL
41467,7380,REL
41475,4921,REL
41483,8431,REL
41491,8714,REL
41499,8115,REL
41507,3613,REL
41515,2485,REL
41523,6143,REL
41531,2933,REL
41539,8858,REL
41547,8498,REL
41555,9442,REL
41563,3744,REL
41571,7694,REL
41579,4954,REL
41587,3733,REL
41595,1418,REL
41603,1291,REL
41611,8999,REL
41619,3768,REL
41627,2708,REL
41635,9927,REL
41643,7185,REL
41651,4473,REL
41659,4826,REL
41667,7751,REL
41675,5855,REL
41683,473,REL
41691,9940,REL
41699,4783,REL
41707,4962,REL
41715,5296,REL
41723,8236,REL
41731,7952,REL
41739,9099,REL
41747,8698,REL
41755,7471,REL
41763,4862,REL
41771,2046,REL
41779,6896,REL
41787,6413,REL
41795,2469,REL
41803,1215,REL
41811,1812,REL
41819,7813,REL
41827,7116,REL
41835,6598,REL
41843,1570,REL
41851,2711,REL
41859,8675,REL
41867,9045,REL
41875,8978,REL
41883,9099,REL
41891,6001,REL
41899,1350,REL
41907,7290,REL
41915,2832,REL
41923,2638,REL
41931,7309,REL
41939,8136,REL
41947,2476,REL
41955,9557,REL
41963,8288,REL
41971,5071,REL
41979,6606,REL
41987,3047,REL
41995,3624,REL
42003,4626,REL
42011,2995,REL
42019,82,REL
42027,2591,REL
42035,2680,REL
42043,9869,REL
42051,2185,REL
42059,5659,REL
42067,2108,REL
42075,1883,REL
42083,5422,REL
42091,3778,REL
42099,826,REL
42107,2920,REL
42115,9910,REL
42123,2011,REL
42131,4311,REL
42139,2200,REL
42147,4510,REL
42155,6450,REL
42163,8219,REL
42171,9578,REL
42179,9300,REL
42187,6908,REL
42195,6813,REL
42203,4258,REL
42211,3802,REL
42219,4640,REL
42227,8710,REL
42235,8761,REL
42243,1602,REL
42251,5585,REL
42259,8396,REL
42267,3085,REL
42275,5533,REL
42283,8202,REL
42291,857,REL
42299,9826,REL
42307,3580,REL
42315,7374,REL
42323,9324,REL
42331,2904,REL
42339,4005,REL
42347,3939,REL
42355,2768,REL
42363,5160,REL
42371,6373,REL
42379,7304,REL
42387,9008,REL
42395,4873,REL
42403,2430,REL
42411,1685,REL
42419,8389,REL
42427,5388,REL
42435,3525,REL
42443,3727,REL
42451,5852,REL
42459,4819,REL
